Détail du scoring optimisé,,,,,,,,,,,,,,,,,,,,,,,
"Une ligne par marque x marketplace. Les marketplaces déjà présents ne sont pas éligibles aux 2 recommandations finales, mais leur score est conservé pour audit.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Marque,Nom dans scoring initial,Pays,Catégorie optimisée,Marketplace,Déjà présent ?,Score optimisé,Priorité,Score initial,Fit catégorie,Fit géographique,Échelle commerciale,Readiness ops/wholesale,Fit positionnement,Incrémentalité,Story/durabilité,Pénalité risque,Score modèle brut,CA estimé utilisé ($M),Effectif min utilisé,Intl.,Durable,Positionnement,Notes data
SOPHIE BUHAI,SOPHIE BUHAI,USA,Fine Jewelry,La Redoute,Non,"53,0",Watchlist — faible fit,"57,0","23,0","8,0","10,5","10,0","8,0","5,0","1,0","-18,0","52,5","2,0",5,Medium,FALSE,luxury_premium,OK
SOPHIE BUHAI,SOPHIE BUHAI,USA,Fine Jewelry,Debenhams,Non,"52,1",Watchlist — faible fit,"57,0","24,0","10,0","10,5","10,0","7,0","4,0","1,0","-20,0","51,5","2,0",5,Medium,FALSE,luxury_premium,OK
STONE AND STRAND,STONE AND STRAND,USA,Fine Jewelry,Nordstrom,Oui,"83,2",P1 — Fort potentiel,"90,0","28,0","12,0","13,5","9,0","11,0","3,0","1,0","0,0","82,5","5,0",25,Medium,FALSE,luxury_premium,OK
STONE AND STRAND,STONE AND STRAND,USA,Fine Jewelry,Bloomingdale's,Oui,"81,7",P1 — Fort potentiel,,"30,0","12,0","12,7","9,0","12,0","3,0","1,0","-3,0","81,7","5,0",25,Medium,FALSE,luxury_premium,OK
STONE AND STRAND,STONE AND STRAND,USA,Fine Jewelry,John Lewis,Non,"76,7",P2 — Recommandé,"90,0","22,0","9,0","12,7","10,0","11,0","4,5","1,0","0,0","75,2","5,0",25,Medium,FALSE,luxury_premium,OK
STONE AND STRAND,STONE AND STRAND,USA,Fine Jewelry,Galeries Lafayette,Non,"70,3",P2 — Recommandé,"77,0","25,0","8,0","10,6","9,0","12,0","5,0","1,0","-6,0","69,6","5,0",25,Medium,FALSE,luxury_premium,OK
STONE AND STRAND,STONE AND STRAND,USA,Fine Jewelry,Debenhams,Non,"56,5",Watchlist — faible fit,"65,0","22,0","10,0","13,5","10,0","7,0","4,0","1,0","-17,0","55,5","5,0",25,Medium,FALSE,luxury_premium,OK
STONE AND STRAND,STONE AND STRAND,USA,Fine Jewelry,La Redoute,Non,"50,1",Watchlist — faible fit,"65,0","16,0","8,0","13,5","10,0","8,0","5,0","1,0","-18,0","48,5","5,0",25,Medium,FALSE,luxury_premium,OK
Sacai,Sacai,Japan,Womenswear RTW,Nordstrom,Oui,"84,0",P1 — Fort potentiel,,"30,0","10,0","15,0","7,0","11,0","5,0","1,0","0,0","84,0","16,0",67,High,FALSE,luxury_premium,OK
Sacai,Sacai,Japan,Womenswear RTW,Galeries Lafayette,Oui,"83,1",P1 — Fort potentiel,,"30,0","9,0","14,1","7,0","12,0","5,0","1,0","0,0","83,1","16,0",67,High,FALSE,luxury_premium,OK
Sacai,Sacai,Japan,Womenswear RTW,John Lewis,Non,"82,2",P1 — Fort potentiel,"80,0","29,0","9,0","15,0","7,0","12,0","4,5","1,0","0,0","82,5","16,0",67,High,FALSE,luxury_premium,OK
Sacai,Sacai,Japan,Womenswear RTW,Bloomingdale's,Oui,"81,0",P1 — Fort potentiel,,"28,0","8,0","15,0","7,0","12,0","5,0","1,0","0,0","81,0","16,0",67,High,FALSE,luxury_premium,OK
Sacai,Sacai,Japan,Womenswear RTW,Debenhams,Non,"71,0",P2 — Recommandé,"80,0","28,0","9,0","15,0","7,0","8,0","4,0","1,0","-7,0","70,0","16,0",67,High,FALSE,luxury_premium,OK
Sacai,Sacai,Japan,Womenswear RTW,La Redoute,Non,"68,9",P3 — Test / à cadrer,"50,0","27,0","8,0","15,0","7,0","8,0","5,0","1,0","-5,0","71,0","16,0",67,High,FALSE,luxury_premium,OK
Serapian,Serapian,Italy,Accessories / Leather,Galeries Lafayette,Oui,"87,9",P1 — Fort potentiel,,"30,0","12,0","13,9","8,0","12,0","5,0","2,0","0,0","87,9","15,0",50,Medium,FALSE,ultra_luxury,OK
Serapian,Serapian,Italy,Accessories / Leather,Bloomingdale's,Non,"83,3",P1 — Fort potentiel,"95,0","25,0","10,0","15,0","8,0","10,0","7,0","2,0","0,0","82,0","15,0",50,Medium,FALSE,ultra_luxury,OK
Serapian,Serapian,Italy,Accessories / Leather,Nordstrom,Non,"82,4",P1 — Fort potentiel,"95,0","25,0","10,0","15,0","8,0","9,0","7,0","2,0","0,0","81,0","15,0",50,Medium,FALSE,ultra_luxury,OK
Serapian,Serapian,Italy,Accessories / Leather,John Lewis,Non,"82,0",P1 — Fort potentiel,"95,0","26,0","10,0","15,0","8,0","8,0","6,5","2,0","0,0","80,5","15,0",50,Medium,FALSE,ultra_luxury,OK
Serapian,Serapian,Italy,Accessories / Leather,La Redoute,Non,"67,1",P3 — Test / à cadrer,"95,0","23,0","11,0","15,0","8,0","5,0","5,0","2,0","-10,0","64,0","15,0",50,Medium,FALSE,ultra_luxury,OK
Serapian,Serapian,Italy,Accessories / Leather,Debenhams,Non,"65,3",P3 — Test / à cadrer,"95,0","24,0","10,0","15,0","8,0","4,0","6,0","2,0","-12,0","62,0","15,0",50,Medium,FALSE,ultra_luxury,OK
Shay Furniture (Shay),Shay Furniture,USA,Fine Jewelry,Nordstrom,Non,"77,5",P2 — Recommandé,"82,0","28,0","12,0","10,0","9,0","11,0","5,0","1,0","-4,0","77,0","2,0",5,Medium,FALSE,luxury_premium,Mapping URL/marque à vérifier
Shay Furniture (Shay),Shay Furniture,USA,Fine Jewelry,Bloomingdale's,Non,"76,1",P2 — Recommandé,"72,0","30,0","12,0","9,5","9,0","12,0","5,0","1,0","-7,0","76,5","2,0",5,Medium,FALSE,luxury_premium,Mapping URL/marque à vérifier
Shay Furniture (Shay),Shay Furniture,USA,Fine Jewelry,John Lewis,Non,"64,8",P3 — Test / à cadrer,"72,0","19,0","9,0","9,5","10,0","11,0","6,5","1,0","-7,0","64,0","2,0",5,Medium,FALSE,luxury_premium,Mapping URL/marque à vérifier
Shay Furniture (Shay),Shay Furniture,USA,Fine Jewelry,Galeries Lafayette,Non,"59,0",Watchlist — faible fit,"72,0","25,0","8,0","5,5","9,0","12,0","7,0","1,0","-15,0","57,5","2,0",5,Medium,FALSE,luxury_premium,Mapping URL/marque à vérifier
Shay Furniture (Shay),Shay Furniture,USA,Fine Jewelry,La Redoute,Non,"46,7",Watchlist — faible fit,"57,0","16,0","8,0","10,5","10,0","8,0","7,0","1,0","-20,0","45,5","2,0",5,Medium,FALSE,luxury_premium,Mapping URL/marque à vérifier
Shay Furniture (Shay),Shay Furniture,USA,Fine Jewelry,Debenhams,Non,"46,7",Watchlist — faible fit,"57,0","18,0","10,0","10,5","10,0","7,0","6,0","1,0","-22,0","45,5","2,0",5,Medium,FALSE,luxury_premium,Mapping URL/marque à vérifier
Simone Rocha,Simone Rocha,UK,Womenswear RTW,Galeries Lafayette,Oui,"86,0",P1 — Fort potentiel,,"30,0","11,0","12,0","10,0","12,0","5,0","1,0","0,0","86,0","10,0",25,High,FALSE,luxury_premium,OK
Simone Rocha,Simone Rocha,UK,Womenswear RTW,Bloomingdale's,Oui,"84,3",P1 — Fort potentiel,,"28,0","9,0","14,3","10,0","12,0","5,0","1,0","0,0","84,3","10,0",25,High,FALSE,luxury_premium,OK
Simone Rocha,Simone Rocha,UK,Womenswear RTW,Nordstrom,Oui,"84,0",P1 — Fort potentiel,,"27,0","10,0","15,0","10,0","11,0","5,0","1,0","0,0","84,0","10,0",25,High,FALSE,luxury_premium,OK
Simone Rocha,Simone Rocha,UK,Womenswear RTW,John Lewis,Oui,"81,3",P1 — Fort potentiel,,"25,0","12,0","14,3","10,0","11,0","3,0","1,0","0,0","81,3","10,0",25,High,FALSE,luxury_premium,OK
Simone Rocha,Simone Rocha,UK,Womenswear RTW,La Redoute,Non,"74,9",P2 — Recommandé,"65,0","27,0","10,0","15,0","10,0","8,0","5,0","1,0","-5,0","76,0","10,0",25,High,FALSE,luxury_premium,OK
Simone Rocha,Simone Rocha,UK,Womenswear RTW,Debenhams,Non,"74,0",P2 — Recommandé,"65,0","28,0","12,0","15,0","10,0","8,0","3,0","1,0","-7,0","75,0","10,0",25,High,FALSE,luxury_premium,OK
Skin Worldwide,Skin Worldwide,USA,Womenswear RTW,Debenhams,Non,"84,1",P1 — Fort potentiel,"95,0","28,0","10,0","11,9","10,0","12,0","5,0","1,0","0,0","82,9","3,0",11,Medium,FALSE,premium_contemporary,OK
Skin Worldwide,Skin Worldwide,USA,Womenswear RTW,Nordstrom,Oui,"82,0",P1 — Fort potentiel,"87,0","27,0","12,0","11,4","9,0","12,0","4,0","1,0","0,0","81,4","3,0",11,Medium,FALSE,premium_contemporary,OK
Skin Worldwide,Skin Worldwide,USA,Womenswear RTW,La Redoute,Non,"81,4",P1 — Fort potentiel,"95,0","27,0","8,0","11,9","10,0","11,0","6,0","1,0","0,0","79,9","3,0",11,Medium,FALSE,premium_contemporary,OK
Skin Worldwide,Skin Worldwide,USA,Womenswear RTW,Bloomingdale's,Non,"80,5",P1 — Fort potentiel,"87,0","28,0","12,0","10,8","9,0","10,0","4,0","1,0","0,0","79,8","3,0",11,Medium,FALSE,premium_contemporary,OK
Skin Worldwide,Skin Worldwide,USA,Womenswear RTW,John Lewis,Non,"78,3",P2 — Recommandé,"87,0","25,0","9,0","10,8","10,0","11,0","5,5","1,0","0,0","77,3","3,0",11,Medium,FALSE,premium_contemporary,OK
Skin Worldwide,Skin Worldwide,USA,Womenswear RTW,Galeries Lafayette,Non,"69,8",P3 — Test / à cadrer,"72,0","30,0","8,0","9,5","9,0","9,0","6,0","1,0","-8,0","69,5","3,0",11,Medium,FALSE,premium_contemporary,OK
Sophie Lou Jacobsen,Sophie Lou Jacobsen,USA,Fine Jewelry,Bloomingdale's,Oui,"76,5",P2 — Recommandé,,"30,0","12,0","8,5","9,0","12,0","3,0","1,0","-4,0","76,5","3,0",2,Medium,FALSE,luxury_premium,OK
Sophie Lou Jacobsen,Sophie Lou Jacobsen,USA,Fine Jewelry,Nordstrom,Oui,"74,0",P2 — Recommandé,,"28,0","12,0","9,0","9,0","11,0","3,0","1,0","-4,0","74,0","3,0",2,Medium,FALSE,luxury_premium,OK
Sophie Lou Jacobsen,Sophie Lou Jacobsen,USA,Fine Jewelry,John Lewis,Non,"65,8",P3 — Test / à cadrer,"82,0","19,0","9,0","8,5","10,0","11,0","4,5","1,0","-4,0","64,0","3,0",2,Medium,FALSE,luxury_premium,OK
Sophie Lou Jacobsen,Sophie Lou Jacobsen,USA,Fine Jewelry,Galeries Lafayette,Non,"63,9",P3 — Test / à cadrer,"72,0","25,0","8,0","8,0","9,0","12,0","5,0","1,0","-10,0","63,0","3,0",2,Medium,FALSE,luxury_premium,OK
Sophie Lou Jacobsen,Sophie Lou Jacobsen,USA,Fine Jewelry,La Redoute,Non,"41,7",Watchlist — faible fit,"57,0","16,0","8,0","9,0","10,0","8,0","5,0","1,0","-22,0","40,0","3,0",2,Medium,FALSE,luxury_premium,OK
Sophie Lou Jacobsen,Sophie Lou Jacobsen,USA,Fine Jewelry,Debenhams,Non,"41,7",Watchlist — faible fit,"57,0","18,0","10,0","9,0","10,0","7,0","4,0","1,0","-24,0","40,0","3,0",2,Medium,FALSE,luxury_premium,OK
Sporty & Rich,Sporty & Rich,USA,Active / Lifestyle,La Redoute,Non,"88,2",P1 — Fort potentiel,"95,0","30,0","8,0","14,4","11,0","12,0","6,0","1,0","0,0","87,4","10,0",11,Medium,FALSE,premium_contemporary,OK
Sporty & Rich,Sporty & Rich,USA,Active / Lifestyle,John Lewis,Non,"86,2",P1 — Fort potentiel,"92,0","29,0","9,0","13,1","11,0","12,0","5,5","1,0","0,0","85,6","10,0",11,Medium,FALSE,premium_contemporary,OK
Sporty & Rich,Sporty & Rich,USA,Active / Lifestyle,Nordstrom,Oui,"82,9",P1 — Fort potentiel,,"25,0","12,0","13,9","10,0","12,0","4,0","1,0","0,0","82,9","10,0",11,Medium,FALSE,premium_contemporary,OK
Sporty & Rich,Sporty & Rich,USA,Active / Lifestyle,Debenhams,Non,"82,8",P1 — Fort potentiel,"95,0","24,0","10,0","14,4","11,0","11,0","5,0","1,0","0,0","81,4","10,0",11,Medium,FALSE,premium_contemporary,OK
Sporty & Rich,Sporty & Rich,USA,Active / Lifestyle,Bloomingdale's,Oui,"73,1",P2 — Recommandé,,"18,0","12,0","13,1","10,0","10,0","4,0","1,0","0,0","73,1","10,0",11,Medium,FALSE,premium_contemporary,OK
Sporty & Rich,Sporty & Rich,USA,Active / Lifestyle,Galeries Lafayette,Non,"72,9",P2 — Recommandé,"82,0","24,0","8,0","10,9","10,0","9,0","6,0","1,0","-2,0","71,9","10,0",11,Medium,FALSE,premium_contemporary,OK
Suzie Kondi,Suzie Kondi,USA,Swimwear / Resort,Nordstrom,Oui,"73,0",P2 — Recommandé,,"27,0","12,0","9,5","9,0","11,0","3,5","1,0","-5,0","73,0","1,0",5,Medium,FALSE,luxury_premium,OK
Suzie Kondi,Suzie Kondi,USA,Swimwear / Resort,La Redoute,Non,"72,2",P2 — Recommandé,"87,0","30,0","8,0","10,0","10,0","9,0","5,5","1,0","-8,0","70,5","1,0",5,Medium,FALSE,luxury_premium,OK
Suzie Kondi,Suzie Kondi,USA,Swimwear / Resort,John Lewis,Non,"70,2",P2 — Recommandé,"72,0","29,0","9,0","7,0","10,0","12,0","5,0","1,0","-8,0","70,0","1,0",5,Medium,FALSE,luxury_premium,OK
Suzie Kondi,Suzie Kondi,USA,Swimwear / Resort,Bloomingdale's,Non,"67,0",P3 — Test / à cadrer,"72,0","25,0","12,0","7,0","9,0","12,0","3,5","1,0","-8,0","66,5","1,0",5,Medium,FALSE,luxury_premium,OK
Suzie Kondi,Suzie Kondi,USA,Swimwear / Resort,Debenhams,Non,"66,8",P3 — Test / à cadrer,"87,0","25,0","10,0","10,0","10,0","8,0","4,5","1,0","-9,0","64,5","1,0",5,Medium,FALSE,luxury_premium,OK
Suzie Kondi,Suzie Kondi,USA,Swimwear / Resort,Galeries Lafayette,Non,"56,7",Watchlist — faible fit,"72,0","22,0","8,0","5,5","9,0","12,0","5,5","1,0","-13,0","55,0","1,0",5,Medium,FALSE,luxury_premium,OK
Taller Marmo,Taller Marmo,France,Swimwear / Resort,La Redoute,Non,"83,2",P1 — Fort potentiel,"95,0","27,0","12,0","12,9","10,0","12,0","2,0","1,0","0,0","81,9","5,0",11,Medium,FALSE,premium_contemporary,OK
Taller Marmo,Taller Marmo,France,Swimwear / Resort,Debenhams,Non,"81,7",P1 — Fort potentiel,"80,0","28,0","10,0","12,9","10,0","12,0","3,0","1,0","0,0","81,9","5,0",11,Medium,FALSE,premium_contemporary,OK
Taller Marmo,Taller Marmo,France,Swimwear / Resort,Nordstrom,Oui,"80,4",P1 — Fort potentiel,,"27,0","10,0","12,4","9,0","12,0","4,0","1,0","0,0","80,4","5,0",11,Medium,FALSE,premium_contemporary,OK
Taller Marmo,Taller Marmo,France,Swimwear / Resort,Bloomingdale's,Oui,"78,4",P2 — Recommandé,,"28,0","10,0","11,4","9,0","10,0","4,0","1,0","0,0","78,4","5,0",11,Medium,FALSE,premium_contemporary,OK
Taller Marmo,Taller Marmo,France,Swimwear / Resort,John Lewis,Non,"76,4",P2 — Recommandé,"72,0","25,0","10,0","11,4","10,0","11,0","3,5","1,0","0,0","76,9","5,0",11,Medium,FALSE,premium_contemporary,OK
Taller Marmo,Taller Marmo,France,Swimwear / Resort,Galeries Lafayette,Oui,"73,5",P2 — Recommandé,,"30,0","12,0","9,5","9,0","10,0","2,0","1,0","-5,0","73,5","5,0",11,Medium,FALSE,premium_contemporary,OK
The Elder Statesman,The Elder Statesman,USA,Knitwear / Cashmere,Bloomingdale's,Oui,"84,3",P1 — Fort potentiel,,"28,0","12,0","14,3","8,0","12,0","4,0","1,0","0,0","84,3","10,0",25,Medium,FALSE,luxury_premium,OK
The Elder Statesman,The Elder Statesman,USA,Knitwear / Cashmere,John Lewis,Non,"82,2",P1 — Fort potentiel,"95,0","26,0","9,0","14,3","8,0","12,0","5,5","1,0","0,0","80,8","10,0",25,Medium,FALSE,luxury_premium,OK
The Elder Statesman,The Elder Statesman,USA,Knitwear / Cashmere,Nordstrom,Oui,"81,0",P1 — Fort potentiel,,"25,0","12,0","15,0","8,0","11,0","4,0","1,0","0,0","81,0","10,0",25,Medium,FALSE,luxury_premium,OK
The Elder Statesman,The Elder Statesman,USA,Knitwear / Cashmere,Galeries Lafayette,Non,"79,8",P2 — Recommandé,"87,0","27,0","8,0","12,0","8,0","12,0","6,0","1,0","0,0","79,0","10,0",25,Medium,FALSE,luxury_premium,OK
The Elder Statesman,The Elder Statesman,USA,Knitwear / Cashmere,La Redoute,Non,"74,3",P2 — Recommandé,"95,0","26,0","8,0","15,0","8,0","8,0","6,0","1,0","-5,0","72,0","10,0",25,Medium,FALSE,luxury_premium,OK
The Elder Statesman,The Elder Statesman,USA,Knitwear / Cashmere,Debenhams,Non,"68,9",P3 — Test / à cadrer,"95,0","22,0","10,0","15,0","8,0","7,0","5,0","1,0","-7,0","66,0","10,0",25,Medium,FALSE,luxury_premium,OK
The Frankie Shop,The Frankie Shop,USA,Womenswear RTW,Nordstrom,Non,"86,9",P1 — Fort potentiel,"95,0","27,0","12,0","15,0","10,0","12,0","4,0","1,0","0,0","86,0","10,0",25,Medium,FALSE,premium_contemporary,OK
The Frankie Shop,The Frankie Shop,USA,Womenswear RTW,Debenhams,Non,"84,8",P1 — Fort potentiel,"65,0","28,0","10,0","15,0","11,0","12,0","5,0","1,0","0,0","87,0","10,0",25,Medium,FALSE,premium_contemporary,OK
The Frankie Shop,The Frankie Shop,USA,Womenswear RTW,Bloomingdale's,Oui,"84,3",P1 — Fort potentiel,,"28,0","12,0","14,3","10,0","10,0","4,0","1,0","0,0","84,3","10,0",25,Medium,FALSE,premium_contemporary,OK
The Frankie Shop,The Frankie Shop,USA,Womenswear RTW,John Lewis,Non,"83,1",P1 — Fort potentiel,"95,0","25,0","9,0","14,3","11,0","11,0","5,5","1,0","0,0","81,8","10,0",25,Medium,FALSE,premium_contemporary,OK
The Frankie Shop,The Frankie Shop,USA,Womenswear RTW,La Redoute,Non,"82,1",P1 — Fort potentiel,"65,0","27,0","8,0","15,0","11,0","11,0","6,0","1,0","0,0","84,0","10,0",25,Medium,FALSE,premium_contemporary,OK
The Frankie Shop,The Frankie Shop,USA,Womenswear RTW,Galeries Lafayette,Oui,"81,0",P1 — Fort potentiel,,"30,0","8,0","12,0","10,0","9,0","6,0","1,0","0,0","81,0","10,0",25,Medium,FALSE,premium_contemporary,OK
The Row,The Row,USA,Womenswear RTW,Nordstrom,Oui,"84,0",P1 — Fort potentiel,,"30,0","12,0","15,0","7,0","11,0","3,0","1,0","0,0","84,0","250,0",482,High,FALSE,luxury_premium,OK
The Row,The Row,USA,Womenswear RTW,John Lewis,Non,"83,8",P1 — Fort potentiel,"95,0","29,0","9,0","15,0","7,0","12,0","4,5","1,0","0,0","82,5","250,0",482,High,FALSE,luxury_premium,OK
The Row,The Row,USA,Womenswear RTW,Bloomingdale's,Oui,"83,0",P1 — Fort potentiel,,"28,0","12,0","15,0","7,0","12,0","3,0","1,0","0,0","83,0","250,0",482,High,FALSE,luxury_premium,OK
The Row,The Row,USA,Womenswear RTW,Galeries Lafayette,Oui,"83,0",P1 — Fort potentiel,,"30,0","8,0","15,0","7,0","12,0","5,0","1,0","0,0","83,0","250,0",482,High,FALSE,luxury_premium,OK
The Row,The Row,USA,Womenswear RTW,Debenhams,Non,"73,4",P2 — Recommandé,"95,0","28,0","10,0","15,0","7,0","8,0","4,0","1,0","-7,0","71,0","250,0",482,High,FALSE,luxury_premium,OK
The Row,The Row,USA,Womenswear RTW,La Redoute,Non,"70,4",P2 — Recommandé,"65,0","27,0","8,0","15,0","7,0","8,0","5,0","1,0","-5,0","71,0","250,0",482,High,FALSE,luxury_premium,OK
Tibi,Tibi,USA,Womenswear RTW,Debenhams,Non,"86,9",P1 — Fort potentiel,"95,0","28,0","10,0","15,0","10,0","12,0","5,0","1,0","0,0","86,0","20,0",50,High,FALSE,premium_contemporary,OK
Tibi,Tibi,USA,Womenswear RTW,Nordstrom,Oui,"86,0",P1 — Fort potentiel,,"27,0","12,0","15,0","10,0","12,0","4,0","1,0","0,0","86,0","20,0",50,High,FALSE,premium_contemporary,OK
Tibi,Tibi,USA,Womenswear RTW,Bloomingdale's,Oui,"85,0",P1 — Fort potentiel,,"28,0","12,0","15,0","10,0","10,0","4,0","1,0","0,0","85,0","20,0",50,High,FALSE,premium_contemporary,OK
Tibi,Tibi,USA,Womenswear RTW,John Lewis,Non,"84,7",P1 — Fort potentiel,"95,0","26,0","9,0","15,0","10,0","12,0","5,5","1,0","0,0","83,5","20,0",50,High,FALSE,premium_contemporary,OK
Tibi,Tibi,USA,Womenswear RTW,Galeries Lafayette,Non,"84,6",P1 — Fort potentiel,"90,0","30,0","8,0","15,0","10,0","9,0","6,0","1,0","0,0","84,0","20,0",50,High,FALSE,premium_contemporary,OK
Tibi,Tibi,USA,Womenswear RTW,La Redoute,Non,"84,2",P1 — Fort potentiel,"95,0","27,0","8,0","15,0","10,0","11,0","6,0","1,0","0,0","83,0","20,0",50,High,FALSE,premium_contemporary,OK
Tohum Designs,Tohum Designs,USA,Fine Jewelry,Nordstrom,Oui,"79,0",P2 — Recommandé,,"28,0","12,0","10,0","7,0","11,0","3,0","5,0","-2,0","79,0","2,0",5,Medium,TRUE,luxury_premium,OK
Tohum Designs,Tohum Designs,USA,Fine Jewelry,Bloomingdale's,Oui,"76,5",P2 — Recommandé,,"30,0","12,0","9,5","7,0","12,0","3,0","3,0","-5,0","76,5","2,0",5,Medium,TRUE,luxury_premium,OK
Tohum Designs,Tohum Designs,USA,Fine Jewelry,John Lewis,Non,"65,7",P3 — Test / à cadrer,"72,0","19,0","9,0","9,5","7,0","11,0","4,5","5,0","-5,0","65,0","2,0",5,Medium,TRUE,luxury_premium,OK
Tohum Designs,Tohum Designs,USA,Fine Jewelry,Galeries Lafayette,Non,"59,4",Watchlist — faible fit,"72,0","25,0","8,0","5,5","7,0","12,0","5,0","3,5","-13,0","58,0","2,0",5,Medium,TRUE,luxury_premium,OK
Tohum Designs,Tohum Designs,USA,Fine Jewelry,La Redoute,Non,"48,1",Watchlist — faible fit,"62,0","16,0","8,0","10,5","7,0","8,0","5,0","5,0","-18,0","46,5","2,0",5,Medium,TRUE,luxury_premium,OK
Tohum Designs,Tohum Designs,USA,Fine Jewelry,Debenhams,Non,"46,3",Watchlist — faible fit,"62,0","18,0","10,0","10,5","7,0","7,0","4,0","3,0","-20,0","44,5","2,0",5,Medium,TRUE,luxury_premium,OK
Tove Studio,Tove Studio,UK,Womenswear RTW,John Lewis,Oui,"86,4",P1 — Fort potentiel,,"29,0","12,0","11,4","12,0","12,0","4,0","1,0","0,0","86,4","5,0",11,High,FALSE,luxury_premium,OK
Tove Studio,Tove Studio,UK,Womenswear RTW,La Redoute,Non,"85,0",P1 — Fort potentiel,"95,0","30,0","10,0","12,9","12,0","9,0","6,0","1,0","-2,0","83,9","5,0",11,High,FALSE,luxury_premium,OK
Tove Studio,Tove Studio,UK,Womenswear RTW,Debenhams,Non,"81,4",P1 — Fort potentiel,"95,0","28,0","12,0","12,9","12,0","8,0","4,0","1,0","-3,0","79,9","5,0",11,High,FALSE,luxury_premium,OK
Tove Studio,Tove Studio,UK,Womenswear RTW,Bloomingdale's,Non,"79,3",P2 — Recommandé,"42,0","28,0","9,0","11,4","11,0","12,0","6,0","1,0","0,0","83,4","5,0",11,High,FALSE,luxury_premium,OK
Tove Studio,Tove Studio,UK,Womenswear RTW,Nordstrom,Non,"79,3",P2 — Recommandé,"42,0","27,0","10,0","12,4","11,0","11,0","6,0","1,0","0,0","83,4","5,0",11,High,FALSE,luxury_premium,OK
Tove Studio,Tove Studio,UK,Womenswear RTW,Galeries Lafayette,Non,"76,7",P2 — Recommandé,"42,0","30,0","11,0","9,5","11,0","12,0","6,0","1,0","-5,0","80,5","5,0",11,High,FALSE,luxury_premium,OK
Ulla Johnson,Ulla Johnson,USA,Womenswear RTW,Nordstrom,Oui,"91,0",P1 — Fort potentiel,,"30,0","12,0","15,0","8,0","12,0","4,0","5,0","0,0","91,0","50,0",90,Medium,TRUE,luxury_premium,OK
Ulla Johnson,Ulla Johnson,USA,Womenswear RTW,John Lewis,Non,"90,0",P1 — Fort potentiel,"95,0","29,0","9,0","15,0","9,0","12,0","5,5","5,0","0,0","89,5","50,0",90,Medium,TRUE,luxury_premium,OK
Ulla Johnson,Ulla Johnson,USA,Womenswear RTW,Galeries Lafayette,Non,"88,2",P1 — Fort potentiel,"95,0","30,0","8,0","15,0","8,0","12,0","6,0","3,5","0,0","87,5","50,0",90,Medium,TRUE,luxury_premium,OK
Ulla Johnson,Ulla Johnson,USA,Womenswear RTW,Bloomingdale's,Oui,"87,0",P1 — Fort potentiel,,"28,0","12,0","15,0","8,0","12,0","4,0","3,0","0,0","87,0","50,0",90,Medium,TRUE,luxury_premium,OK
Ulla Johnson,Ulla Johnson,USA,Womenswear RTW,Debenhams,Non,"82,0",P1 — Fort potentiel,"100,0","28,0","10,0","15,0","9,0","8,0","5,0","3,0","-3,0","80,0","50,0",90,Medium,TRUE,luxury_premium,OK
Ulla Johnson,Ulla Johnson,USA,Womenswear RTW,La Redoute,Non,"80,8",P1 — Fort potentiel,"70,0","27,0","8,0","15,0","9,0","9,0","6,0","5,0","-2,0","82,0","50,0",90,Medium,TRUE,luxury_premium,OK
Womens (B-Sides Jeans),Womens,USA,Denim,Nordstrom,Non,"78,9",P2 — Recommandé,"87,0","22,0","12,0","10,0","10,0","12,0","5,0","4,0","-2,0","78,0","2,0",5,Medium,TRUE,luxury_premium,OK
Womens (B-Sides Jeans),Womens,USA,Denim,La Redoute,Non,"76,2",P2 — Recommandé,"92,0","25,0","8,0","10,5","11,0","9,0","7,0","4,0","-5,0","74,5","2,0",5,Medium,TRUE,luxury_premium,OK
Womens (B-Sides Jeans),Womens,USA,Denim,John Lewis,Non,"69,0",P3 — Test / à cadrer,"42,0","21,0","9,0","9,5","11,0","11,0","6,5","4,0","-5,0","72,0","2,0",5,Medium,TRUE,luxury_premium,OK
Womens (B-Sides Jeans),Womens,USA,Denim,Bloomingdale's,Non,"68,8",P3 — Test / à cadrer,"72,0","18,0","12,0","9,5","10,0","12,0","5,0","2,0","-5,0","68,5","2,0",5,Medium,TRUE,luxury_premium,OK
Womens (B-Sides Jeans),Womens,USA,Denim,Debenhams,Non,"68,2",P3 — Test / à cadrer,"92,0","20,0","10,0","10,5","11,0","7,0","6,0","2,0","-6,0","65,5","2,0",5,Medium,TRUE,luxury_premium,OK
Womens (B-Sides Jeans),Womens,USA,Denim,Galeries Lafayette,Non,"52,8",Watchlist — faible fit,"42,0","17,0","8,0","5,5","10,0","12,0","7,0","2,5","-13,0","54,0","2,0",5,Medium,TRUE,luxury_premium,OK
Yves Salomon,Yves Salomon,France,Womenswear RTW,Galeries Lafayette,Oui,"91,5",P1 — Fort potentiel,,"30,0","12,0","15,0","10,0","12,0","4,0","3,5","0,0","91,5","20,0",50,High,TRUE,ultra_luxury,OK
Yves Salomon,Yves Salomon,France,Womenswear RTW,Bloomingdale's,Oui,"87,0",P1 — Fort potentiel,,"28,0","10,0","15,0","10,0","10,0","6,0","3,0","0,0","87,0","20,0",50,High,TRUE,ultra_luxury,OK
